customer_id,customer_name,gender,age_group,membership_tier,registration_date,preferred_store_id,customer_taxonomies,total_purchases,total_spend,avg_basket_size,purchase_frequency,days_since_last_purchase,unique_products,unique_stores,avg_qty_per_txn,promo_sensitivity
CUS-00159,ศุภกรชนา อุ่นอก,F,56-65,platinum,2020-06-17,STR-008,F > 56-65 > platinum,230,107116.43,465.72,1.46,7,91,10,2.8,0.1739
CUS-00160,นิติ นับเนื่องนอ,F,56-65,silver,2023-08-09,STR-010,F > 56-65 > silver,91,41546.35,456.55,1.21,51,55,10,2.8,0.1429
CUS-00161,คมกริบ เณรานุสนธิ์,F,26-35,platinum,2025-01-19,STR-002,F > 26-35 > platinum,244,103196.95,422.94,1.44,7,89,10,2.7,0.209
CUS-00162,วิถี บุญญาไลย์,F,36-45,platinum,2020-12-11,STR-009,F > 36-45 > platinum,240,104410.55,435.04,1.52,48,88,10,2.91,0.2292
CUS-00163,หรรษธร นาถะเดชะ,F,18-25,bronze,2024-11-28,STR-008,F > 18-25 > bronze,43,20067.84,466.69,1.05,215,35,10,2.81,0.1628
CUS-00164,สมนึก ศรีวงค์,F,56-65,bronze,2024-03-07,STR-005,F > 56-65 > bronze,46,17284.92,375.76,1.12,65,34,10,2.87,0.2609
CUS-00165,พุทธิพงษ์ งามพิเชษฐ์,M,36-45,silver,2020-08-02,STR-006,M > 36-45 > silver,113,48234.47,426.85,1.26,65,69,10,2.88,0.2212
CUS-00166,กรพนธ์ ธูปหอม,M,18-25,silver,2024-05-02,STR-005,M > 18-25 > silver,72,31938.72,443.59,1.12,25,52,10,2.62,0.1806
CUS-00167,ไวพจน์ ทับทิมไทย,M,65+,platinum,2021-09-07,STR-006,M > 65+ > platinum,257,125379.1,487.86,1.5,10,89,10,3.03,0.1751
CUS-00168,อัญชัญ นิลสุวรรณ์,M,65+,bronze,2023-12-03,STR-005,M > 65+ > bronze,49,34157.82,697.1,1.0,67,39,10,3.2,0.1633
CUS-00169,ทิพรดา ถนัดอาวุธ,Other,65+,silver,2021-06-12,STR-010,Other > 65+ > silver,94,38872.64,413.54,1.15,26,63,10,2.77,0.1596
CUS-00170,พรปราณี ศรีวงค์,F,18-25,bronze,2024-03-22,STR-006,F > 18-25 > bronze,63,23851.83,378.6,1.11,17,46,10,2.75,0.127
CUS-00171,กุลภาวลัย ถนัดอักษร,F,65+,gold,2025-11-26,STR-002,F > 65+ > gold,148,76940.35,519.87,1.32,51,79,10,3.25,0.1959
CUS-00172,วรศาสส์ ทองปากน้ำ,F,46-55,silver,2020-03-15,STR-006,F > 46-55 > silver,90,46836.86,520.41,1.17,28,60,10,3.12,0.2333
CUS-00173,จุฑาภรณ์ ดาบเงิน,M,26-35,bronze,2025-06-14,STR-004,M > 26-35 > bronze,43,16330.71,379.78,1.1,27,35,10,2.6,0.2093
CUS-00174,สุทธิพจน์ นิลสุวรรณ์,M,26-35,bronze,2023-04-26,STR-002,M > 26-35 > bronze,59,29341.87,497.32,1.11,114,44,10,3.12,0.2373
CUS-00175,บุญเทียน บุตดา,F,56-65,gold,2025-11-26,STR-001,F > 56-65 > gold,141,60045.69,425.86,1.25,9,76,10,2.79,0.1773
CUS-00176,ทับทิม นะวะมันดร,F,56-65,bronze,2024-03-23,STR-003,F > 56-65 > bronze,48,17989.26,374.78,1.12,70,39,10,2.71,0.125
CUS-00177,สิทธิชัย นรวิทย์โชติกุล,M,65+,gold,2021-11-09,STR-008,M > 65+ > gold,133,55135.53,414.55,1.22,52,74,10,2.64,0.203
CUS-00178,ยูซุฟ ถนัดเดินข่าว,M,36-45,silver,2022-08-30,STR-008,M > 36-45 > silver,101,42580.83,421.59,1.22,26,68,10,2.69,0.2178
CUS-00179,สุไฮลัน พรมอ่อน,F,65+,gold,2022-08-16,STR-009,F > 65+ > gold,142,65947.83,464.42,1.35,53,73,10,3.11,0.162
CUS-00180,อับดุลเลาะห์ ทีฆะ,M,46-55,platinum,2022-03-05,STR-006,M > 46-55 > platinum,227,87515.19,385.53,1.49,2,84,10,2.77,0.1498
CUS-00181,บุญทิวา ตั้งรบ,F,56-65,platinum,2025-03-06,STR-005,F > 56-65 > platinum,215,104350.42,485.35,1.43,39,87,10,2.95,0.1395
CUS-00182,มาซีเตาะ ศรีวงค์,F,56-65,silver,2021-10-25,STR-004,F > 56-65 > silver,106,42238.59,398.48,1.26,73,67,10,2.64,0.1698
CUS-00183,นารดา ชำนาญวาด,F,26-35,gold,2020-08-01,STR-008,F > 26-35 > gold,118,49918.65,423.04,1.22,7,73,10,3.15,0.2627
CUS-00184,ใกล้รุ่ง นิลสลัว,F,56-65,platinum,2025-10-14,STR-002,F > 56-65 > platinum,258,110976.73,430.14,1.39,6,89,10,2.92,0.2016
CUS-00185,ซุกรี มนทอง,M,26-35,bronze,2025-10-03,STR-003,M > 26-35 > bronze,35,11187.74,319.65,1.0,50,28,10,2.71,0.2286
CUS-00186,เนตรฤดี ถนัดอักษร,F,18-25,platinum,2022-06-28,STR-008,F > 18-25 > platinum,251,102922.57,410.05,1.4,27,89,10,2.73,0.1992
CUS-00187,ยุภา ตวันเยี่ยม,F,18-25,silver,2024-06-11,STR-009,F > 18-25 > silver,96,37704.47,392.75,1.19,111,67,10,2.95,0.1771
CUS-00188,เกษมชัย งามพิเชษฐ์,M,46-55,platinum,2024-03-15,STR-004,M > 46-55 > platinum,218,98224.0,450.57,1.34,8,85,10,2.85,0.2385
CUS-00189,เอกชัย นาถะพินธุ,M,18-25,gold,2023-10-05,STR-003,M > 18-25 > gold,147,60773.68,413.43,1.29,52,72,10,2.81,0.1973
CUS-00190,อนุวัช ทองสีไพล,M,36-45,platinum,2025-04-19,STR-003,M > 36-45 > platinum,240,111055.1,462.73,1.45,10,90,10,3.07,0.1917
CUS-00191,พรเบญญา เนื่องนนท์,F,46-55,silver,2020-01-22,STR-002,F > 46-55 > silver,96,40950.5,426.57,1.3,63,63,10,2.84,0.1979
CUS-00192,กะดิรัตน์ ทองประดิฐ,M,26-35,gold,2025-12-01,STR-007,M > 26-35 > gold,143,55084.54,385.21,1.39,7,74,10,2.51,0.1748
CUS-00193,ธารา นิลวรรณ,M,36-45,bronze,2021-05-14,STR-001,M > 36-45 > bronze,56,27373.75,488.82,1.22,118,44,10,3.41,0.125
CUS-00194,สิราพร บุตราช,M,65+,gold,2025-02-15,STR-002,M > 65+ > gold,150,63093.85,420.63,1.19,0,79,10,2.47,0.18
CUS-00195,ภารวี ทองอยู่,M,46-55,silver,2020-03-08,STR-009,M > 46-55 > silver,99,37548.94,379.28,1.27,55,64,10,2.39,0.2222
CUS-00196,นิชนันท์ พีระเพ็ญกุล,F,65+,bronze,2024-10-24,STR-001,F > 65+ > bronze,61,32148.62,527.03,1.2,35,44,10,3.44,0.1803
CUS-00197,จักรกฤนาย นฤภัย,F,26-35,silver,2022-02-06,STR-002,F > 26-35 > silver,110,46040.98,418.55,1.17,22,71,10,2.73,0.1818
CUS-00198,สุภาลินี ร่มธิติรัตน์,F,36-45,bronze,2025-11-24,STR-009,F > 36-45 > bronze,48,23758.47,494.97,1.07,22,36,10,3.42,0.1458
CUS-00199,อนุวัช ดาวกระจาย,F,56-65,silver,2024-05-18,STR-008,F > 56-65 > silver,111,48851.24,440.1,1.13,90,65,10,2.78,0.2072
CUS-00200,นิภา เธียรายัน,M,46-55,platinum,2022-11-04,STR-001,M > 46-55 > platinum,257,117457.48,457.03,1.42,51,90,10,2.95,0.2218
CUS-00201,อัญชิษฐา บุนยะตีรณะ,M,18-25,bronze,2021-02-28,STR-010,M > 18-25 > bronze,39,18464.78,473.46,1.05,177,31,10,2.79,0.1795
CUS-00202,ตรีนุช ภูภักดี,F,36-45,bronze,2023-12-14,STR-009,F > 36-45 > bronze,51,15477.19,303.47,1.11,112,35,10,2.84,0.1961
CUS-00203,ลักษมี ศรีอุ่น,M,65+,bronze,2025-03-18,STR-008,M > 65+ > bronze,44,17004.65,386.47,1.16,82,36,10,3.11,0.25
CUS-00204,สิริลัดดา ดุริยพันธุ์,F,26-35,bronze,2025-02-17,STR-001,F > 26-35 > bronze,53,19725.05,372.17,1.13,81,46,10,2.45,0.1132
CUS-00205,อธิวัตร ถนอมกุลบุตร,M,18-25,gold,2020-06-20,STR-006,M > 18-25 > gold,141,59973.85,425.35,1.32,27,75,10,2.77,0.156
CUS-00206,วรนาฎ นิยมเซียม,F,56-65,bronze,2025-04-23,STR-005,F > 56-65 > bronze,40,13585.68,339.64,1.18,38,32,10,2.68,0.15
CUS-00207,ฟิรยา ผลบุญ,M,65+,bronze,2024-01-02,STR-001,M > 65+ > bronze,40,14030.8,350.77,1.05,185,35,8,2.9,0.325
CUS-00208,ทิมาภรณ์ ติระคมน์,F,36-45,bronze,2024-02-16,STR-007,F > 36-45 > bronze,51,14536.9,285.04,1.16,198,39,10,2.31,0.1373
CUS-00209,หล้า ฉายแสง,F,65+,silver,2024-05-02,STR-006,F > 65+ > silver,97,45355.08,467.58,1.21,112,58,10,2.96,0.1959
CUS-00210,พลภูมิ ถนอมมนุษย์,Other,46-55,silver,2024-02-13,STR-009,Other > 46-55 > silver,84,35804.5,426.24,1.15,47,56,10,2.65,0.1905
CUS-00211,ฤทธิ์ชกร ศรีธนะเวทย์,M,18-25,gold,2020-11-19,STR-007,M > 18-25 > gold,137,62837.01,458.66,1.26,37,69,10,3.16,0.1898
CUS-00212,ธนวันต์ ดิสกะประกาย,F,26-35,silver,2023-08-08,STR-002,F > 26-35 > silver,95,52745.98,555.22,1.17,34,57,10,3.52,0.1895
CUS-00213,สมเกียรติ เนตร์มณี,M,65+,bronze,2024-12-31,STR-010,M > 65+ > bronze,51,21030.53,412.36,1.09,119,41,10,2.57,0.1961
CUS-00214,ปิยวดี ตั้งรบ,F,26-35,silver,2023-12-10,STR-008,F > 26-35 > silver,110,38381.31,348.92,1.22,63,65,10,2.55,0.1818
CUS-00215,สุชิน ทองลาภ,M,36-45,silver,2024-11-16,STR-005,M > 36-45 > silver,80,30921.62,386.52,1.13,10,52,10,2.59,0.175
CUS-00216,จิตตานันท์ ไทยสุชาต,F,18-25,bronze,2024-07-21,STR-006,F > 18-25 > bronze,46,21651.2,470.68,1.1,3,38,10,2.72,0.2826
CUS-00217,จีรยุทธ ตั้งกุลงาม,F,65+,silver,2020-05-07,STR-003,F > 65+ > silver,86,34087.07,396.36,1.09,170,52,10,2.84,0.1512
CUS-00218,สมพิศ ศรีสัตย์,F,65+,gold,2020-05-22,STR-003,F > 65+ > gold,134,55309.36,412.76,1.34,49,71,10,2.58,0.2015
CUS-00219,วิเชียร เวียงจันทึก,M,65+,bronze,2024-04-17,STR-010,M > 65+ > bronze,46,18012.96,391.59,1.02,51,34,10,2.61,0.1739
CUS-00220,เอกวิทย์ แก้วชลคราม,M,26-35,silver,2024-02-28,STR-006,M > 26-35 > silver,77,36581.72,475.09,1.2,114,49,10,3.57,0.1688
CUS-00221,ยศวัฒน์ บุตราช,M,18-25,silver,2025-12-08,STR-006,M > 18-25 > silver,97,34299.81,353.61,1.15,43,58,10,2.74,0.1753
CUS-00222,วันชนก ศรีธนะเวทย์,M,65+,bronze,2021-04-09,STR-001,M > 65+ > bronze,39,12936.3,331.7,1.05,96,31,10,2.9,0.2564
CUS-00223,จันทภา บุตดา,F,46-55,silver,2021-04-27,STR-005,F > 46-55 > silver,89,41891.93,470.7,1.19,26,59,10,3.03,0.2022
CUS-00224,ฮาฟิต ตัณสถิตย์,F,65+,silver,2023-03-15,STR-008,F > 65+ > silver,100,45162.09,451.62,1.15,51,63,10,3.02,0.26
CUS-00225,หรรษธร ธรรมนิยม,M,26-35,gold,2025-01-25,STR-003,M > 26-35 > gold,147,62091.61,422.39,1.36,48,79,10,2.62,0.1905
CUS-00226,สมพิศ ถาวรรัตน,F,46-55,platinum,2023-08-02,STR-006,F > 46-55 > platinum,243,107988.88,444.4,1.47,80,91,10,2.88,0.2181
CUS-00227,พรรณปพร เดชคุ้ม,F,56-65,silver,2023-05-13,STR-003,F > 56-65 > silver,94,45049.6,479.25,1.19,10,66,10,2.83,0.117
CUS-00228,สุมัชญา ดาบเงิน,F,65+,silver,2024-01-20,STR-009,F > 65+ > silver,88,41793.31,474.92,1.1,64,56,10,2.84,0.1591
CUS-00229,สุปรานี ทองแท้,M,26-35,gold,2022-08-27,STR-008,M > 26-35 > gold,143,61995.95,433.54,1.3,1,70,10,2.52,0.2098
CUS-00230,ชัชเวศย์ นิยมธรรม,M,56-65,silver,2025-03-29,STR-009,M > 56-65 > silver,101,29996.32,296.99,1.23,51,56,10,2.49,0.1485
CUS-00231,ธนภณ วะคีมัน,M,18-25,bronze,2024-06-18,STR-008,M > 18-25 > bronze,40,16085.79,402.14,1.05,261,32,10,2.88,0.125
CUS-00232,นิรันดร์ จ้อยนุแสง,F,46-55,gold,2020-10-29,STR-003,F > 46-55 > gold,148,80514.61,544.02,1.19,9,77,10,3.07,0.1959
CUS-00233,ศุภาศิล ถมังรักษสัตว์,Other,65+,bronze,2025-03-23,STR-009,Other > 65+ > bronze,50,24398.76,487.98,1.09,128,39,9,2.96,0.1
CUS-00234,อนุบาล ถมังรักษสัตว์,M,56-65,silver,2022-01-15,STR-003,M > 56-65 > silver,100,51243.04,512.43,1.15,7,59,10,3.39,0.19
CUS-00235,เพ็ญยุภา เวียงจันทึก,M,18-25,gold,2025-10-23,STR-003,M > 18-25 > gold,125,65175.45,521.4,1.21,187,71,10,2.88,0.184
CUS-00236,ภูวิช บุตราช,M,26-35,bronze,2022-07-12,STR-006,M > 26-35 > bronze,62,25978.86,419.01,1.22,93,43,10,2.84,0.129
CUS-00237,พุทธ ยะผา,F,56-65,gold,2020-11-19,STR-005,F > 56-65 > gold,133,74028.37,556.6,1.21,1,81,10,3.23,0.1429
CUS-00238,อาฮามัด ขันธุลา,M,56-65,bronze,2023-05-25,STR-010,M > 56-65 > bronze,48,16121.14,335.86,1.07,27,37,10,2.5,0.1667
CUS-00239,อัญธิกา ถิรสวัสดิ์,F,56-65,silver,2021-09-23,STR-003,F > 56-65 > silver,97,38350.46,395.37,1.2,9,58,10,2.75,0.2371
CUS-00240,นรีรัตน์ ฉัตรอภิเที่ยงค่ำ,F,65+,platinum,2023-10-14,STR-010,F > 65+ > platinum,217,87572.98,403.56,1.42,64,88,10,2.66,0.2396
CUS-00241,พีรภัทร์ เขียวขุ้ย,M,18-25,bronze,2022-12-20,STR-004,M > 18-25 > bronze,44,15353.12,348.93,1.07,111,35,10,2.57,0.1591
CUS-00242,ปรมินทร์ ยางสวย,F,46-55,silver,2020-05-04,STR-008,F > 46-55 > silver,78,23138.99,296.65,1.16,67,49,10,2.29,0.1923
CUS-00243,ทิพย์วารี ดีตพันธุ์,F,56-65,bronze,2023-05-22,STR-008,F > 56-65 > bronze,44,20220.64,459.56,1.13,6,41,10,2.66,0.1591
CUS-00244,เทพณรงค์ ธนรักษ์,M,65+,silver,2025-01-31,STR-002,M > 65+ > silver,86,37995.72,441.81,1.15,37,54,10,2.86,0.1163
CUS-00245,ชลิดา หนุนสุข,F,26-35,silver,2025-06-06,STR-008,F > 26-35 > silver,86,31297.34,363.92,1.16,69,56,10,2.65,0.1744
CUS-00246,อับดุลเลาะห์ เนื้อนุ่ม,M,56-65,bronze,2023-07-31,STR-006,M > 56-65 > bronze,41,24811.86,605.17,1.05,67,36,10,3.68,0.1463
CUS-00247,ฟิรยา ทรัพย์สาร,Other,26-35,gold,2025-10-10,STR-009,Other > 26-35 > gold,132,68795.8,521.18,1.36,47,77,10,3.08,0.2424
CUS-00248,ดวงพร นาถะเดชะ,M,26-35,silver,2022-12-31,STR-008,M > 26-35 > silver,108,44140.73,408.71,1.32,49,63,10,2.62,0.1204
CUS-00249,ภารวี มนทอง,M,18-25,bronze,2024-04-22,STR-010,M > 18-25 > bronze,48,15269.26,318.11,1.2,330,35,10,2.54,0.1667
CUS-00250,อาแอเสาะ ถนัดอักษร,M,26-35,gold,2023-07-04,STR-004,M > 26-35 > gold,167,79191.04,474.2,1.33,23,83,10,3.04,0.1617
CUS-00251,ฐิติกุล ขุนดำ,F,46-55,platinum,2025-03-27,STR-008,F > 46-55 > platinum,240,108264.45,451.1,1.43,26,90,10,2.79,0.1583
CUS-00252,ซูฮัยดา นิษประปัญจ์,F,46-55,bronze,2024-05-29,STR-009,F > 46-55 > bronze,42,16302.0,388.14,1.05,48,35,10,2.74,0.1905
CUS-00253,สัญชาน หนักแน่น,F,26-35,bronze,2023-12-16,STR-001,F > 26-35 > bronze,46,14279.68,310.43,1.05,26,39,10,2.63,0.1957
CUS-00254,เฉลิมพล นาควงษ์,M,46-55,silver,2025-04-11,STR-005,M > 46-55 > silver,112,43685.65,390.05,1.26,146,66,10,2.89,0.1518
CUS-00255,ณัฐจศักดิ์ เนื่องนนท์,F,18-25,silver,2022-12-19,STR-006,F > 18-25 > silver,100,43639.86,436.4,1.12,9,62,10,2.82,0.19
CUS-00256,วสิตา นุตตาร,F,36-45,bronze,2020-07-28,STR-010,F > 36-45 > bronze,41,13148.14,320.69,1.08,189,36,10,2.68,0.1463
CUS-00257,มารีนี นวลเพ็ง,F,36-45,silver,2020-10-28,STR-007,F > 36-45 > silver,105,45965.42,437.77,1.21,36,64,10,2.75,0.1429
CUS-00258,วิทูลย์ นกทอง,F,56-65,bronze,2021-05-01,STR-003,F > 56-65 > bronze,38,18682.76,491.65,1.12,35,28,9,3.34,0.3158
CUS-00259,นาวีตา ทรัพย์สาร,Other,46-55,bronze,2023-10-20,STR-009,Other > 46-55 > bronze,43,25664.42,596.85,1.05,1,35,10,3.33,0.2791
CUS-00260,กุลภาวลัย นิยมสำหรวจ,F,26-35,bronze,2025-09-16,STR-007,F > 26-35 > bronze,51,26323.66,516.15,1.04,75,43,10,3.22,0.2549
CUS-00261,กิติชัย ร่มธิติรัตน์,F,18-25,bronze,2023-09-26,STR-008,F > 18-25 > bronze,31,16815.37,542.43,1.03,340,29,10,3.03,0.1935
CUS-00262,รังสินี ธรรมเมธา,F,26-35,silver,2025-10-12,STR-003,F > 26-35 > silver,98,50785.37,518.22,1.23,41,70,10,3.23,0.1531
CUS-00263,เสรี หิรัญสาลี,M,56-65,bronze,2024-05-28,STR-010,M > 56-65 > bronze,62,20845.53,336.22,1.11,154,48,10,2.76,0.2581
CUS-00264,ธัญญามาศ ศรีธนะเวทย์,F,36-45,silver,2025-09-08,STR-009,F > 36-45 > silver,85,33732.51,396.85,1.23,191,60,10,3.08,0.1412
CUS-00265,ปิยะชาติ ดีตพันธุ์,F,65+,silver,2025-04-29,STR-001,F > 65+ > silver,100,32444.96,324.45,1.25,38,58,10,2.53,0.13
CUS-00266,นิชนันท์ บุญบำรุง,M,65+,bronze,2024-09-02,STR-010,M > 65+ > bronze,40,18966.02,474.15,1.11,185,30,10,2.82,0.15
CUS-00267,ทับทิม เพียยา,M,65+,gold,2020-04-19,STR-010,M > 65+ > gold,152,63321.37,416.59,1.18,0,83,10,2.79,0.1711
CUS-00268,อับดุลเลาะห์ ทัศนสุทธิ,F,65+,gold,2022-07-21,STR-001,F > 65+ > gold,155,66532.65,429.24,1.31,48,77,10,2.59,0.1742
CUS-00269,วรปรัชญ์ ราชมณี,F,26-35,silver,2024-04-06,STR-003,F > 26-35 > silver,112,40100.62,358.04,1.12,48,71,10,2.68,0.2054
CUS-00270,ลักษมี สุวรรณหงษ์,F,26-35,bronze,2021-03-26,STR-004,F > 26-35 > bronze,52,30340.76,583.48,1.06,17,41,9,3.31,0.2115
CUS-00271,ภูวิช เวียงจันทึก,M,36-45,silver,2024-08-18,STR-004,M > 36-45 > silver,83,41231.67,496.77,1.17,16,58,10,3.14,0.0964
CUS-00272,พันธุ์เทพ บุตราช,M,56-65,platinum,2020-09-12,STR-003,M > 56-65 > platinum,273,108350.75,396.89,1.47,26,97,10,2.76,0.1832
CUS-00273,ชิดชนก นาถะพินธุ,F,56-65,bronze,2025-05-13,STR-009,F > 56-65 > bronze,52,23299.77,448.07,1.02,199,35,10,3.02,0.25
CUS-00274,วาสุเทพ เขียวขุ้ย,M,26-35,silver,2025-12-23,STR-006,M > 26-35 > silver,88,33633.37,382.2,1.19,203,57,10,2.76,0.1477
CUS-00275,วสิตา ถมังรักษสัตว์,F,65+,gold,2022-12-18,STR-010,F > 65+ > gold,137,67953.53,496.01,1.32,173,72,10,3.18,0.2117
CUS-00276,ฮาฟิต ตั้งรบ,F,26-35,bronze,2023-05-07,STR-004,F > 26-35 > bronze,51,21085.41,413.44,1.11,223,43,10,2.76,0.2549
CUS-00277,มาสิตะ ถนอมกุลบุตร,F,36-45,gold,2022-04-29,STR-008,F > 36-45 > gold,134,57202.18,426.88,1.28,66,69,10,2.75,0.1194
CUS-00278,มนัส เวียงจันทึก,M,36-45,silver,2023-01-25,STR-005,M > 36-45 > silver,80,31576.44,394.71,1.21,8,56,10,2.55,0.1875
CUS-00279,จุฑารัตน์ แก้วอยู่,M,65+,silver,2024-06-04,STR-006,M > 65+ > silver,111,56992.67,513.45,1.19,79,66,10,3.16,0.1802
CUS-00280,เชิงชาย ติระคมน์,Other,26-35,bronze,2023-03-24,STR-002,Other > 26-35 > bronze,42,19874.13,473.19,1.11,6,32,10,2.52,0.1667
CUS-00281,กนกเนตร นฤภัย,M,46-55,silver,2025-05-16,STR-004,M > 46-55 > silver,84,40394.87,480.89,1.14,72,61,10,3.01,0.2143
CUS-00282,ประภัทร์สรณ์ ธนรักษ์,M,56-65,bronze,2023-01-17,STR-003,M > 56-65 > bronze,45,14182.06,315.16,1.07,26,38,10,2.29,0.1778
CUS-00283,อดิสรณ์ พรรษาสกุล,M,65+,silver,2022-09-20,STR-001,M > 65+ > silver,96,34058.42,354.78,1.25,0,58,10,2.65,0.1771
CUS-00284,ซุกรี ถนัดภาษา,F,56-65,bronze,2022-08-11,STR-001,F > 56-65 > bronze,47,15078.76,320.82,1.09,164,39,10,2.51,0.1915
CUS-00285,สิทธิชัย เนตร์มณี,M,36-45,gold,2021-02-15,STR-003,M > 36-45 > gold,169,75031.38,443.97,1.27,55,78,10,2.97,0.1834
CUS-00286,รชตกร นิลสลัว,M,56-65,platinum,2021-10-08,STR-007,M > 56-65 > platinum,222,82037.3,369.54,1.32,10,86,10,2.61,0.1441
CUS-00287,อิสรันดร์ นฤทุกข์,F,46-55,silver,2022-03-27,STR-005,F > 46-55 > silver,88,37668.15,428.05,1.11,35,54,10,2.75,0.1932
CUS-00288,สุรธัช บุณยะภาชน์,M,65+,bronze,2021-01-01,STR-010,M > 65+ > bronze,55,20790.38,378.01,1.1,129,43,10,3.36,0.2
CUS-00289,วิรศักดิ์ เนื้อนุ่ม,M,65+,gold,2020-06-01,STR-003,M > 65+ > gold,136,66434.92,488.49,1.28,16,72,10,3.35,0.2426
CUS-00290,ภูมิปัญญา ถนัดหัตถกรรม,M,26-35,platinum,2020-05-28,STR-007,M > 26-35 > platinum,245,114734.13,468.3,1.38,10,87,10,3.14,0.2
